Num Qubits,Time,Shots,Num Ancilla,Exact Eigenvalue,Expected Phase,Most Probable Bitstring,Estimated Phase,Estimated Eigenvalue,Eigenvalue Error,Alpha,QDRIFT Implementation
2,0.07300000000000001,1000,12,(2.4+0j),0.02788394602970007,000001111000,0.029296875,2.5216122540585877,0.12161225405858778,4.4,exponential invocations of qdrift channel
2,0.34,1000,12,(2.4+0j),0.1298704335629866,001011110001,0.183837890625,3.3973162743467284,0.9973162743467285,4.4,exponential invocations of qdrift channel
2,0.08,1000,10,(2.4+0j),0.030557749073643906,0000011110,0.029296875,2.3009711818284617,0.09902881817153819,4.4,exponential invocations of qdrift channel
2,0.002,1000,10,(2.4+0j),0.0007639437268410976,0000000001,0.0009765625,3.067961575771282,0.6679615757712822,4.4,exponential invocations of qdrift channel
2,0.38,1000,10,(2.4+0j),0.14514930809980853,0100110001,0.2978515625,4.9248856874223215,2.5248856874223216,4.4,exponential invocations of qdrift channel
2,0.84,1000,10,(2.4+0j),0.320856365273261,1000110011,0.5498046875,4.112529445617219,1.712529445617219,4.4,exponential invocations of qdrift channel
2,0.09,1000,10,(2.4+0j),0.03437746770784939,0000100000,0.03125,2.181661564992912,0.21833843500708783,4.4,exponential invocations of qdrift channel
2,0.003,1000,10,(2.4+0j),0.0011459155902616464,0000000001,0.0009765625,2.045307717180855,0.354692282819145,4.4,exponential invocations of qdrift channel
2,0.39,1000,10,(2.4+0j),0.14896902673401402,0100101100,0.29296875,4.7199408858019725,2.3199408858019726,4.4,exponential invocations of qdrift channel
2,0.85,1000,10,(2.4+0j),0.3246760839074665,1001000111,0.5693359375,4.208521408646253,1.808521408646253,4.4,exponential invocations of qdrift channel
2,0.1,1000,10,(2.4+0j),0.03819718634205488,0000110001,0.0478515625,3.0066023442558563,0.6066023442558564,4.4,exponential invocations of qdrift channel
2,0.008,1000,10,(2.4+0j),0.0030557749073643905,0000000011,0.0029296875,2.3009711818284617,0.09902881817153819,4.4,exponential invocations of qdrift channel
2,0.4,1000,10,(2.4+0j),0.15278874536821951,0111100101,0.4736328125,7.439806821245359,5.039806821245358,4.4,exponential invocations of qdrift channel
2,0.86,1000,10,(2.4+0j),0.328495802541672,1001010110,0.583984375,4.2666070286307605,1.8666070286307606,4.4,exponential invocations of qdrift channel
2,0.11,1000,10,(2.4+0j),0.04201690497626037,0000110010,0.048828125,2.7890559779738933,0.38905597797389335,4.4,exponential invocations of qdrift channel
2,0.013,1000,10,(2.4+0j),0.004965634224467134,0000000101,0.0048828125,2.3599704429009867,0.040029557099013235,4.4,exponential invocations of qdrift channel
2,0.41000000000000003,1000,10,(2.4+0j),0.156608464002425,0100001100,0.26171875,4.010798547837578,1.6107985478375784,4.4,exponential invocations of qdrift channel
2,0.87,1000,10,(2.4+0j),0.3323155211758775,1000001101,0.5126953125,3.7027122466205133,1.3027122466205134,4.4,exponential invocations of qdrift channel
2,0.12,1000,10,(2.4+0j),0.04583662361046586,0001001110,0.076171875,3.9883500485026673,1.5883500485026674,4.4,exponential invocations of qdrift channel
2,0.018000000000000002,1000,10,(2.4+0j),0.006875493541569879,0000000111,0.0068359375,2.386192336710997,0.013807663289002736,4.4,exponential invocations of qdrift channel
2,0.42,1000,10,(2.4+0j),0.1604281826366305,0100111101,0.3095703125,4.631161045330936,2.231161045330936,4.4,exponential invocations of qdrift channel
2,0.88,1000,10,(2.4+0j),0.336135239810083,1001001000,0.5703125,4.072021727841884,1.672021727841884,4.4,exponential invocations of qdrift channel
2,0.078,1000,12,(2.4+0j),0.02979380534680281,000010001100,0.0341796875,2.753298850051151,0.3532988500511509,4.4,exponential invocations of qdrift channel
2,0.35000000000000003,1000,12,(2.4+0j),0.1336901521971921,010010101110,0.29248046875,5.250597096819995,2.8505970968199947,4.4,exponential invocations of qdrift channel
2,0.13,1000,10,(2.4+0j),0.049656342244671345,0000111000,0.0546875,2.6431668960491046,0.24316689604910469,4.4,exponential invocations of qdrift channel
2,0.023,1000,10,(2.4+0j),0.008785352858672622,0000001000,0.0078125,2.134234139666979,0.26576586033302085,4.4,exponential invocations of qdrift channel
2,0.43,1000,10,(2.4+0j),0.164247901270836,0101110100,0.36328125,5.308287005520544,2.908287005520544,4.4,exponential invocations of qdrift channel
2,0.89,1000,10,(2.4+0j),0.33995495844428847,1001011100,0.58984375,4.164154588237875,1.7641545882378753,4.4,exponential invocations of qdrift channel
2,0.14,1000,10,(2.4+0j),0.05347606087887684,0001011000,0.0859375,3.8568659809696113,1.4568659809696114,4.4,exponential invocations of qdrift channel
2,0.028000000000000004,1000,10,(2.4+0j),0.010695212175775369,0000001011,0.0107421875,2.410541238106007,0.010541238106007267,4.4,exponential invocations of qdrift channel
2,0.44,1000,10,(2.4+0j),0.1680676199050415,0101001011,0.3232421875,4.615887643546793,2.2158876435467927,4.4,exponential invocations of qdrift channel
2,0.9,1000,10,(2.4+0j),0.34377467707849396,1001011011,0.5888671875,4.111068511533518,1.7110685115335182,4.4,exponential invocations of qdrift channel
2,0.15,1000,10,(2.4+0j),0.05729577951308232,0010100001,0.1572265625,6.585890849322353,4.1858908493223534,4.4,exponential invocations of qdrift channel
2,0.033,1000,10,(2.4+0j),0.012605071492878112,0000001101,0.0126953125,2.417181847577374,0.017181847577373954,4.4,exponential invocations of qdrift channel
2,0.45,1000,10,(2.4+0j),0.17188733853924698,1001101001,0.6025390625,8.413032410003916,6.013032410003916,4.4,exponential invocations of qdrift channel
2,0.91,1000,10,(2.4+0j),0.34759439571269946,1001011110,0.591796875,4.086120252565707,1.6861202525657073,4.4,exponential invocations of qdrift channel
2,0.16,1000,10,(2.4+0j),0.06111549814728781,0010001101,0.1376953125,5.4072822772968845,3.0072822772968846,4.4,exponential invocations of qdrift channel
2,0.038000000000000006,1000,10,(2.4+0j),0.014514930809980857,0000010000,0.015625,2.5835465901231847,0.18354659012318475,4.4,exponential invocations of qdrift channel
2,0.46,1000,10,(2.4+0j),0.17570705717345247,0101000011,0.3154296875,4.308485169452713,1.9084851694527134,4.4,exponential invocations of qdrift channel
2,0.92,1000,10,(2.4+0j),0.35141411434690495,1010010100,0.64453125,4.401857913063144,2.001857913063144,4.4,exponential invocations of qdrift channel
